celeb_id,celeb_name,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99,embedding_100,embedding_101,embedding_102,embedding_103,embedding_104,embedding_105,embedding_106,embedding_107,embedding_108,embedding_109,embedding_110,embedding_111,embedding_112,embedding_113,embedding_114,embedding_115,embedding_116,embedding_117,embedding_118,embedding_119,embedding_120,embedding_121,embedding_122,embedding_123,embedding_124,embedding_125,embedding_126,embedding_127,embedding_128
CI0001,Aamir_Khan,-0.10063180396402324,0.09251167949427057,0.03456440628333776,-0.04033294221800235,-0.09828662541177538,-0.013935087576370549,-0.006455344044499927,-0.06305734942563707,0.2001268251074685,-0.06792390151639227,0.11480909889494931,-0.005017826402628863,-0.18445180025365618,-0.03780905309098738,-0.007740202256374889,0.0795921295605324,-0.19980607871656064,-0.12884613733600686,-0.05453162626535804,-0.1092548799459581,0.06323544310267877,0.07262772501066879,-0.008500913753070764,0.04310642846825498,-0.16273174379710797,-0.33506007547731753,-0.10234749758685077,-0.07463706491722001,0.12377151874480424,-0.12932965683716316,0.016590057113380345,0.03313172823551146,-0.1860866833616186,-0.07303475767925934,0.007294685096928367,0.08681123689920814,-0.047792050599431,-0.0709896275980605,0.16354394014234896,0.05277948647185608,-0.1495094484201184,0.013538081371397883,0.0520160979832764,0.3315556590203886,0.2047816597753101,0.10612996557244549,-0.014813324677999373,-0.026430141732648568,0.11500735898260717,-0.2583951160863594,0.10707422552837266,0.15202450614284585,0.0019240447113083468,0.035171705539579746,0.14683505920348344,-0.16459134055508506,-0.01880960038828629,0.06514816958871153,-0.18246655856017713,0.07552227695231084,0.04344544321712521,-0.03241078631469497,-0.00514308680538778,-0.02733547126667367,0.14359752143974658,0.06968960241863022,-0.0553867018747109,-0.10862733230546669,0.12035150853572069,-0.21608655816978878,-0.05105152622693115,0.03519400326466119,-0.06247959965495048,-0.12654860234922832,-0.3023486396780721,0.03182241520671933,0.45708826846546596,0.1584454537541778,-0.10390503607966282,0.07207132034279683,-0.016557835956552514,-0.0470254290331569,0.14922213030082207,0.06830952599368713,-0.10039444612684073,0.011461147797052507,-0.10382540096287374,0.07526410578025712,0.1599182966682646,0.03936157948165028,-0.06281578996115261,0.1939285816969695,0.003341474535840529,-0.006514693161955586,0.057318433515589545,0.03472840558323595,-0.14274513942224007,-0.015792317326284118,-0.13120076612189965,-0.07721288547057796,0.1235029876784042,-0.03757717991592707,0.00802163814228994,0.1472407598738317,-0.1724738324130023,0.14810471291895266,0.033399274089822066,-0.03929584656186678,-0.015694254888566555,0.02262080059800711,-0.16883735055172885,-0.011418125113575824,0.1472948737166546,-0.25693247826011095,0.15404109905163446,0.17578038573265076,-0.05136625999929728,0.1501986939046118,0.07523594262009417,0.03316159308370617,0.007009478216921842,-0.003511869659026464,-0.11092442591433171,-0.0885385559802806,0.005302767303806764,0.011444944888353348,0.07613342020798612,0.03379424614831805
CI0002,Aishwarya_Rajesh,-0.1657687458395958,0.07380571838468314,0.06290749736130237,-0.11670348435640335,-0.08061986297369003,-0.08120695240795613,-0.048710976764559745,-0.08992562755942345,0.20328270077705382,-0.14277380228042602,0.11729052275419236,-0.0035500281117856504,-0.20305940210819245,0.011104624290019273,-0.08472399979829788,0.14982081234455108,-0.14444939225912093,-0.16049229204654694,-0.06975553259253502,-0.06090675562620163,0.08176216155290604,-0.01919858886860311,0.0010167726129293442,0.15855036973953246,-0.1454573678970337,-0.3541037428379059,-0.07799285516142845,-0.10720953315496445,-0.11977925226092338,-0.06078877203166485,0.010498870722949505,0.04154677947983146,-0.2647124993801117,-0.05356739424169064,-0.008151117861270905,0.14631243765354157,-0.0007464349688962101,-0.06313768956810235,0.14420654147863388,0.03934886269271374,-0.2558089989423752,-0.005682942196726799,0.08609414786100388,0.23462057054042817,0.2192858177423477,0.013146074656397104,0.038178784772753716,-0.10146379739046096,0.1517386782169342,-0.26589635729789735,0.04978708926588297,0.1445749008655548,0.03867437032982707,0.01802938010543585,0.10297116070985794,-0.1479255098104477,0.0864002326130867,0.09771771617233753,-0.22871163606643677,0.021289499877020716,0.06253353536128997,-0.07999228708446025,-0.05824269372969866,-0.03085212955251336,0.22727464735507966,0.16899596959352492,-0.09942093417048455,-0.13044989556074144,0.2647553014755249,-0.19968429028987886,0.0046956130862236024,0.10679781690239906,-0.10832324922084809,-0.21991473019123078,-0.25362848162651064,0.02843845497816801,0.45071789145469665,0.2174915677309036,-0.12694263011217116,0.09490181386470795,-0.14173165380954741,0.0025598787516355513,0.04248596167191863,0.12416079968214035,-0.03168514959514141,0.09508996769785881,-0.0691851824335754,0.09321214377880097,0.19627590894699096,0.09029328271746635,-0.03157601241953671,0.2390136229991913,0.0212938766553998,-0.04582482725381851,0.08042660236358642,0.032378512676805256,-0.16985486447811127,-0.051090944185853006,-0.2237070083618164,-0.07829609408974647,-0.003478014972060919,-0.007254015766084194,-0.031042712070047856,0.10009793728590012,-0.20233422935009002,0.11017170280218125,-0.06547631800174714,-0.08677243605256081,-0.09483781218528747,0.0058068083599209785,-0.07657913371920586,-0.025997609426267446,0.10945201188325882,-0.20688331484794617,0.14492517113685607,0.1173654779791832,0.02500228245742619,0.15582023411989213,0.06081198915839195,0.04592381324619055,0.01264790702611208,-0.10420588172972202,-0.1741988879442215,-0.050787188857793805,0.07586883611977101,-0.04492819331586361,0.14082372009754182,-0.004771306570619345
CI0003,Ajay_Devgn,-0.06993447915699921,0.09311557659193088,0.07044035147287343,-0.038278409132831974,-0.0019854425795768436,-0.08236628153214329,-0.014408238673288571,-0.0688631245621333,0.1595483783044313,-0.060130146037983265,0.19664059579372406,-0.022710166699988276,-0.18509455731040553,-0.06337667673238014,-0.04361568317797623,0.07029742188751698,-0.13818033941482244,-0.11995476425478332,-0.09121043450738255,-0.0480508793537554,0.023184138325680243,0.02489371193376811,0.028926688663073276,0.00767698667110189,-0.11500869612944753,-0.3375970454592454,-0.07269751309956375,-0.09504857522092368,0.07172591209803757,-0.1005952149433525,-0.0409455961351724,0.0020968608594940682,-0.16208873767601817,-0.06297772534583744,-0.013620369430435332,0.056005176058725306,-0.020689203943076887,-0.056991254224589,0.20126200820270337,0.02952234074473381,-0.14648929473600888,0.03269170611900719,0.040969619968611946,0.3201751442332017,0.22621123649572072,0.02879600706020076,-0.03411646525522596,-0.045618653346441294,0.09082480304335293,-0.23402868289696543,0.10632460995724327,0.11606912510959726,0.07662591200910117,0.04938570125714729,0.14592253612844566,-0.1221184258006121,0.016369100709102656,0.05623712037739001,-0.21765718334599546,0.05398530405210821,0.036001261274673436,0.01755132683013615,0.009810252066113447,-0.020982323722962878,0.19901013452755778,0.09316885471343994,-0.10173727454323518,-0.09047610508768182,0.10268533857245195,-0.19670706830526652,-0.00021235286993415733,0.007190228807494829,-0.05131167719924921,-0.12698382413701007,-0.25939413277726425,0.05375722717297705,0.3699121522276025,0.15210985000196256,-0.18694734102801272,0.06244294252246618,-0.09162687549465581,-0.11590561447174925,0.10715896479393307,-0.001114493395250879,-0.11379957591232501,0.03467959087145956,-0.13870994315335625,0.004455811883273877,0.16783215811378077,0.04285335305489992,-0.048434985360424766,0.20506811534103594,-0.02834122206427549,-0.026336255581363252,0.0770654447474762,0.023563106103163017,-0.18373166259966398,0.0034013510142502034,-0.16981106839681925,-0.05391481891274452,0.06568799432563155,-0.10857699380109184,-0.01621382573227349,0.12623637051958786,-0.17641869226568624,0.12405837993872793,0.02546335873194039,-0.028349716363376694,0.02446196377767544,0.048584037913793794,-0.14445143389074425,-0.07877244364078108,0.13247881829738617,-0.21699456870555878,0.1621248706390983,0.11374985152169277,0.056544445111955464,0.11644959802690305,0.09221488707943966,0.01667450392912877,-0.003175216187771998,0.04333606739773562,-0.10121936605949151,-0.05746623011011826,-0.01486054405962166,0.006999813363348183,0.10006263224702132,0.07307952514996655
CI0004,Ajith_Kumar,-0.11114351165347866,0.022947265145679314,0.02564273736927481,-0.006487071658262894,-0.04651347954668814,-0.10873380170336791,0.013800455523388726,-0.08231413816767079,0.1546724605418387,-0.07416011783338729,0.11042178688304764,-0.052483766650160156,-0.19705297762439364,-0.05974172632254306,-0.030184466923986162,0.10434742076765924,-0.10084978792639006,-0.16370362965833574,-0.11078046333222162,-0.10927176475524902,0.02920628034154929,0.03738792342621656,-0.004965054536504405,0.04958848120822083,-0.14384992917378744,-0.29362072121529353,-0.08593315116706349,-0.1032986995719728,0.03051428882671254,-0.10019275528334436,-0.02913897821591014,0.035505156875366255,-0.19735090647424972,-0.10995678958438691,0.02430893804523207,0.07265985783721719,-0.0058556979666242286,-0.05943861492865142,0.18936139061337426,0.02769627116088356,-0.1438227150411833,0.014763430270942905,0.06295401141757057,0.2950832297404607,0.14246859543380283,0.06299671073932023,-0.005037218775777589,-0.08785280274848144,0.11631675649966512,-0.22421318221659886,0.0744113636513551,0.1348836152326493,0.031786597422545866,0.07429220141576869,0.11464898926871163,-0.12290953312601362,0.07868066381308295,0.07372762972400301,-0.2117547658937318,0.06901412466097445,0.05113198209021773,-0.032325273468380884,-0.014599631141339029,-0.01872143098929276,0.16157606279566175,0.04576697209406467,-0.039615705188009,-0.10347114645299457,0.11399574790682111,-0.2178117966368085,-0.043736091105356104,0.014559528413450434,-0.04106866701373032,-0.13994228946311132,-0.3217593041204271,0.029299321806146986,0.38127509752909344,0.15619197203999474,-0.15388270254646028,0.10046148779136795,-0.07094568431022621,-0.05833406639950616,0.12982066144191085,0.0011452292923682503,-0.10189906756083171,0.03339769917407206,-0.1227873010294778,0.02399346502941279,0.20389027893543243,0.04064645972989854,-0.022483998493823622,0.15996588731095904,0.01799790525720233,-0.03767356449472053,0.08860173856928236,0.04901029440640871,-0.1598330856788726,-0.022056427739915393,-0.11411565826052711,-0.030052848515056428,0.10792416334152222,-0.08902606651896522,0.004541434125886077,0.09836654950465475,-0.20806714785950525,0.13166366765896478,-0.004838527036121204,-0.07018370057145755,-0.03934778366237879,0.034147853342195354,-0.13673316758303417,-0.03708245390139166,0.110438105960687,-0.22265146317936124,0.16916997411421367,0.1674153928955396,-0.0031116699711197897,0.14404873620896114,0.04790418732556559,0.0409390406150903,-0.05300672733712764,0.02695637120909634,-0.1094018942898228,-0.10902018525770732,0.03960915047320582,0.03862183492275931,0.08466793987013045,0.07023806337799345
CI0005,Akhil_Akkineni,-0.19557953791485894,0.11278139385912153,0.03426604899060395,-0.04351283162314859,-0.02992375404573977,-0.03082077784670724,-0.04671132895681593,-0.07486504171457556,0.14755829837587145,-0.06148995873000887,0.2449801978137758,-0.037406088732596904,-0.20358218335443073,-0.07983766537573603,-0.03146241424191329,0.1309404062728087,-0.11575576787193616,-0.1573344435956743,-0.03779487523974644,-0.10688558593392372,0.015507622453798022,0.0016406416996485656,-0.04503171513271001,0.0582653751803769,-0.13480786606669426,-0.3465839491950141,-0.049184035354604326,-0.09329732031457955,-0.020169051208843786,-0.11012857490115696,-0.0030557033605873585,0.03445959863408158,-0.17514710211091572,-0.04997709755682283,0.05037507606256339,0.15717144889963997,-0.03244568304055267,0.009900673240837123,0.18121610499090618,0.016082061558134027,-0.08856991243859132,0.052446093410253525,0.09917655235363378,0.3552591022517946,0.18669039093785816,0.0502582419042786,-0.004097666125744581,-0.028418289445754554,0.10927387347651853,-0.25932667901118595,0.10122618099881543,0.1303094637890657,0.12061605147189564,0.0788726401515305,0.12641006004479197,-0.1343280685444673,-0.022807822614494298,0.08645877128260003,-0.15637446526024076,0.09093308697144191,0.03901678173699313,0.007044047789855136,-0.05619180047263702,-0.04790144561492424,0.23714135421646965,0.12341458309027883,-0.15957356327109867,-0.08873875501255195,0.09014223081370194,-0.14304068063696226,-0.05715568829327822,0.03331504767346713,-0.09617079277005461,-0.19519896060228348,-0.2543303618828456,0.13493210449814796,0.4066210256682502,0.1618513216574987,-0.22255470852057138,0.03888530149641964,-0.014694108446646068,-0.04929765888179342,0.1046005715098646,0.041668696898139186,-0.054788568471040994,-0.0196262425225642,-0.08279896134303676,0.014240649890982442,0.19812062879403433,0.06905878117928903,-0.07540948104320301,0.17973689983288446,-0.013897739816457033,0.039352541892892785,0.03252317841785649,0.044845555857237845,-0.09625435744722684,-0.041198795531979866,-0.1720407981839445,-0.07028792053461075,-0.006023575008536379,-0.04147249346392022,-0.03362558986474243,0.07564577294720544,-0.16376559187968573,0.14380460853377977,0.02880637618040459,0.007452820220755206,-0.05568944621417257,0.11195187808738814,-0.12558010572360623,-0.015068086601483325,0.09860984070433511,-0.2733573358919885,0.21261915233400133,0.15709052814377678,0.0362250630536841,0.14428579062223434,0.1089060285853015,-0.004435179962052239,0.07345869795729716,0.028284938850750525,-0.07468190644350317,-0.10750063757101695,0.0014738279860466719,0.013819206273183227,0.08146350085735321,0.03804458077583048
CI0006,Akshay_Kumar,-0.08221393123269082,0.11810318894684314,0.007186163458973169,-0.014472468718886376,-0.09623097833245993,0.01719610907137394,-0.04887857384979725,-0.07609887272119523,0.1508330723643303,0.00577893529087305,0.15559419810771943,-0.09348641708493233,-0.27770750761032104,0.05920984346419573,-0.06576192341744899,0.07393864527344704,-0.15050357103347778,-0.07482773557305336,-0.13554610013961793,-0.14439968287944793,0.0634420757740736,0.06338800169527531,0.025897972509264944,0.023733176346868275,-0.21842304348945618,-0.2564938586950302,-0.05475197207182646,-0.18807284995913506,0.05866440139710903,-0.14009136021137236,-0.05607146855443716,-0.017479467038065195,-0.21590814411640166,-0.09727741554379463,0.020682049840688707,0.02014949008822441,-0.0256624909164384,-0.010687741246074437,0.15735593169927597,0.010245085395872593,-0.11087571412324905,0.08858115181326866,0.0968867701292038,0.2614247953891754,0.17084216743707656,0.11591478869318962,-0.022963750064373015,-0.06122654691338539,0.1062834320962429,-0.2782179081439972,0.10001417830586433,0.12394064933061599,0.0794705604761839,0.07507443979382515,0.1251760655641556,-0.21701674699783324,0.005635810792446136,0.10288244366645813,-0.1791296699643135,0.17250446766614913,0.10925335526466369,0.00343833539634943,-0.046698101870715616,-0.007138497154228389,0.2091028016805649,0.08349364995956421,-0.09898831427097321,-0.08645261600613594,0.11126077711582184,-0.14905741304159165,0.014047269243746996,0.06966236773878336,-0.06438597172498703,-0.16821568280458452,-0.2475988233089447,0.08496096834540368,0.4251842546463013,0.08496786773204804,-0.17994726002216338,0.03902680926024914,-0.051582661122083664,-0.014914945606142283,0.082251046448946,-0.030957708852365613,-0.11098370432853699,-0.027107844166457652,-0.09557243391871452,0.05422955140471458,0.2025512444972992,-0.038843755722045896,0.029137849714607,0.24704583883285522,-0.01079479806125164,-0.010201554726809264,0.05592902518808842,0.09193634197115898,-0.19771109640598297,-0.06047326076775789,-0.09692836664617062,0.01929583415389061,0.07838974226266146,-0.13479010611772538,-0.036335302740335466,0.06979177832603455,-0.18372717887163162,0.08999865628778934,-0.025810999749228358,-0.07362000301480293,-0.06125642973929644,0.008452313868328929,-0.11874694898724555,-0.00939908841624856,0.20689865529537202,-0.2974026864767075,0.21659218907356262,0.16848414957523347,-0.009824775410816073,0.10618878185749053,0.039967278763651845,0.019507196769118308,0.03576004423201084,0.09114544585347176,-0.1586157751083374,-0.1246030068397522,0.03996329849585891,-0.07286334227770568,-0.032025976926088336,0.046868485901504754
CI0007,Alia_Bhatt,-0.1513238779845692,0.05726190918080863,0.05767337472311088,-0.08386346857462611,-0.11753818605627332,0.038648563636732955,-0.05760539890754791,-0.05503162910186109,0.12016633152961731,-0.14659735241106578,0.15430659658852078,-0.07861812696570442,-0.19727659225463867,0.028598717502540068,-0.06100180807212988,0.16081394255161285,-0.13166274272260212,-0.23070714019593738,-0.05531127214254368,-0.06819544395520574,-0.018953521458786867,0.023666442748868748,-0.09195272686580817,0.12332845301855178,-0.14198209096988043,-0.3783170325415475,-0.046677072842915855,-0.08594663325874578,-0.024974392061786994,-0.05212402893673806,-0.065167122431809,0.09290126196685292,-0.21345095549310958,-0.018312968668483552,0.06657498365356809,0.18307777458713168,0.05135842093399593,-0.05242625521939425,0.14963794073888234,0.026065760624728034,-0.26700817119507564,0.0463600123655938,0.1643377382840429,0.3275087887332553,0.20543385545412698,0.004321611697031628,-0.0031265377377470336,0.005096848211472943,0.13519837813717978,-0.2682299550090517,0.02846571590219225,0.1598769220567885,0.14117615740923656,0.02344258998831113,0.0597221464628265,-0.14252292151962007,-0.010483468527949992,0.08219641766377858,-0.16655510096322923,0.026562756836591733,0.047364913437160705,-0.06584816709870384,0.013199700330871911,-0.10180692623058955,0.23024710658050718,0.11337930673644656,-0.11235994277965455,-0.15092655413207554,0.2013667474190394,-0.19070119020484744,-0.030141221847207772,0.062100015846746306,-0.13654256470146633,-0.15649004883709408,-0.2540333519379298,0.052228813813555805,0.39055482972235905,0.19219734626156942,-0.12299654029664539,0.12496245164601576,-0.048967644660955385,-0.02978653722398338,-0.0014109747578567337,0.11884539929174241,-0.014405473490201291,0.07181119156025705,-0.04700254207654368,0.07716478283206622,0.275317384373574,0.05398706386664084,0.010454673552885652,0.15611572031463897,-0.027698893499161516,-0.05622363278997086,0.04792796325914207,0.062072411756075564,-0.14287149480410985,-0.07058323354327253,-0.20975629701500847,-0.04485756726492019,-0.07568500253061454,-0.0153545741257923,0.003400274131092287,0.13410009834028425,-0.24759119890985035,0.11064812611965906,-0.07487434308443751,-0.06790760762634732,-0.07325018454520475,0.06178284902125597,-0.029955113971871988,-0.007904579652295936,0.13082051844823928,-0.22890039994603112,0.10637810418293589,0.1460933199241048,0.04315098911701214,0.12807169059912363,0.09029646980620566,-0.01126179090213208,0.04056355343865497,-0.047055842354893684,-0.17006646380538032,-0.13816030678294955,0.04805052830349831,-0.07918483524450234,0.09218605075563703,0.031865687553016914
CI0008,Allu_Arjun,-0.11340484327890656,0.06345556608655235,0.0707343104718761,-0.016190485870042307,-0.08292845890603283,0.022035589441657066,0.011811218224465847,0.026014269012111155,0.18676447394219312,-0.0564874392002821,0.1694948199120435,-0.015079396798021415,-0.2320824062282389,-0.1122101020406593,-0.049815092447467825,0.08111610026522116,-0.09204347397793423,-0.15554343299432236,-0.025147224734113974,-0.12505068291317334,-0.005728376447223127,0.005242623700971969,-0.020369861518371512,0.005337412395006554,-0.1328153351152485,-0.3753650635480881,-0.05490712122991681,-0.13836166702888228,0.03796014994044195,-0.1608235924081369,-0.024145850107412447,0.0387016060042449,-0.18885177373886108,-0.04910566056655212,-0.0038281244395131416,0.12075786563483151,0.010788540345277976,-0.021891029297628185,0.15154723924669353,0.04051563571291891,-0.10953759706833145,-0.03598696810447357,0.05010636768896471,0.2777867168188095,0.11463603072545746,0.06708117320456287,-0.018098173282024534,0.010870098517361012,0.15999723733826118,-0.22017538818446072,0.10373133107681166,0.1327921561896801,0.11681826294145801,0.038277173922820526,0.11146337606690147,-0.13733707469972697,-0.02723452385345643,0.08939286473799836,-0.19730568609454416,0.07784217629920352,-0.04343066978352991,-0.027124234771525316,-0.11250610192391006,-0.05565768437968059,0.20094160532409494,0.11968291821804913,-0.07759582810103893,-0.13814709572629494,0.1460891603068872,-0.19769218902696262,0.008280932649292728,0.07492145100100474,-0.05816626466218044,-0.10747989808971231,-0.20323624190959064,0.12272207709875974,0.3893992304801941,0.12632330642505127,-0.12052723968570883,0.05593495570461859,-0.05974963921206919,-0.07139050808142532,0.008816810012583366,0.05998498497700149,-0.12187030132521283,0.09149197218093005,-0.07155948013744572,0.017322427212175997,0.1351155195046555,0.038026017263870344,-0.025217694251544097,0.1502784751355648,-0.05633373897184025,0.08017251970754428,0.03510021054270593,-0.04308540147559887,-0.12430910833857277,-0.015577544521709735,-0.07812735988673838,-0.07786015946079385,0.08560265854678371,-0.1286207583140243,-0.016610054680230944,0.030621277337724514,-0.19286167960275302,0.06582080361179331,-0.0194453026951206,-0.023099626139314336,0.013768822356889194,0.0437874377662824,-0.09420702674172142,-0.04122419767505066,0.15148580412973056,-0.2987849333069541,0.19082658805630423,0.1378491148352623,-0.016460813010450114,0.15785972706296228,0.08212433619932695,0.039149315350435,0.039363556605001744,-0.033363791097971524,-0.08491952967068012,-0.07749006660147147,0.024484747491607613,-0.055109878832643684,0.021848889999091625,-0.005835446148094806
CI0009,Amala_Paul,-0.14867617122151636,0.02129760452292182,0.036292474208907646,-0.08896621756932953,-0.11154447428204796,-0.05316197279502045,-0.07622423818842931,-0.1210755126720125,0.19925085590644318,-0.17105144330046393,0.08561122307384555,-0.0799715259027752,-0.2117843756621534,0.03826020092872733,-0.09028072028674862,0.15876228497786957,-0.15460101718252356,-0.20039020546457983,-0.030300268056717785,-0.05781614903191274,0.07801406373354522,-0.010637904094024138,0.0001452889462763613,0.1698388558897105,-0.1532720523801717,-0.32078085975213483,-0.07916466163640673,-0.09390278194438327,-0.019408534788949924,-0.07144333540715954,-0.03410287688232281,0.011669895802201196,-0.2735410434278575,-0.043141562449322504,-0.01905601772225716,0.1691004071723331,0.03234566030600532,-0.09624978764490648,0.1296947059983557,-0.031454435253346506,-0.26981588859449734,-0.048710246379910546,0.10967878235334699,0.19557997584342957,0.15988378751684318,0.06942430358718742,-0.0242476984011856,-0.09137541394342076,0.1118570686402646,-0.2920319051905112,0.03811579743738879,0.12465580654415218,0.02630227084525607,0.04822476411407644,0.035125177671116864,-0.21170530671423132,0.09806488200344822,0.041404831053858455,-0.2014024785973809,0.03698491987729953,0.042197236960584465,-0.05583456006239761,0.019136235922236334,-0.016248255587098272,0.2641622857613997,0.1360118446702307,-0.07368573715740984,-0.1332542710006237,0.2076606662435965,-0.26656478304754605,-0.005337640156292103,0.06948470527475531,-0.06381916631521149,-0.19064428928223523,-0.303505767475475,-0.03761191175065257,0.4018110524524342,0.19099620932882483,-0.12868965349414133,0.12840970876542004,-0.07459737199612639,0.0076964921317994595,0.056411156938834625,0.13303616338155486,-0.025478522885929455,0.11770111085339026,-0.1123351671478965,0.05802723710340532,0.2256366407329386,0.00902235537598079,0.015049833899617872,0.24159226972948422,0.024831338616257363,0.0025234439156272197,0.08960320533845913,0.09735619056631219,-0.16897474297068335,-0.031487936662002045,-0.16935525970025497,-0.017668414797464557,0.04320745119317011,0.03516458741135218,0.006521499715745449,0.1219398792494427,-0.18770584870468487,0.12126371450722218,-0.0673896523446522,-0.09826514734463258,-0.05912863446230238,0.044591442766514694,-0.08352010383863341,-0.09961588748476723,0.12852961366826837,-0.20635093138976532,0.13329147615215994,0.16219371150840411,0.017266371996480633,0.18337998268279163,0.056263550015335735,0.09683749790896069,0.014206403400748968,-0.03268570380962708,-0.16074219041249968,-0.061997379049320116,0.04477147741073912,-0.09484385055574504,0.0810829757035456,0.06253309437835758
CI0010,Amitabh_Bachchan,-0.12984628993130864,0.08919139472501618,0.10345166566826049,-0.010246573215616601,-0.06232447700486297,0.0021430829628592447,-0.041234620802459265,-0.06786669790744781,0.11092750373340789,-0.03629878189946924,0.09876386235867228,0.016438393387943506,-0.2248357612462271,0.05664876733152639,-0.01727022753939742,0.03684165807706969,-0.12985731022698538,-0.035581973603083975,-0.12516075372695923,-0.1106294443209966,-0.031584063766612894,0.0895102399490064,-0.001158083825083893,-0.03137002668033043,-0.08795821622368835,-0.30981119048027767,-0.08576379574480511,-0.05738727233949162,0.06737963358561198,-0.05384619671496607,0.02339131531438657,-0.009607729230386516,-0.16400425419920966,-0.028074985192645164,0.046834198403216544,0.08291661003161044,-0.05297543627343008,-0.03246372290665195,0.14520539946499325,-0.026209808886051178,-0.15115645173050107,0.034595912255878956,0.09698348439165524,0.19373773606050582,0.17725560920579092,0.11157115495630673,-0.04176348492148377,-0.08233582796085448,0.10691138729453087,-0.21081043070270902,0.12633223476864042,0.164365600617159,0.03048938905288066,0.10043442018684887,0.08988563822848457,-0.21764985010737464,0.002130871239517416,0.0862220229492301,-0.15395229487192064,0.06811962134781338,0.04417250766640618,-0.07070192801100868,-0.04161277133971453,-0.008830219063730467,0.11223290026897476,0.09799299885829289,-0.11530691881974538,-0.16220322180361973,0.09165313520601817,-0.19307108436311995,0.012132642480234304,0.06611150179413103,-0.05226351161088262,-0.15999362085546767,-0.21184980088756197,0.11575906581821896,0.436529088587988,0.16388120857023059,-0.12214441100756328,0.04152253420934791,-0.08460761801827521,-0.1014082222467377,0.05109885405926477,0.09593483592782702,-0.09242469409391993,-0.041825784725092706,-0.027723253837653568,0.026672074305159704,0.13152782725436346,0.04529012744093225,-0.038456766200917106,0.18313251932462057,-0.021725686887900036,0.036933898947955596,-0.002994625252627191,0.06384140802990823,-0.19847552762145088,-0.017562710258754947,-0.09209821160350527,-0.09770683181427774,0.09934899920508974,-0.07327027210877055,0.02506138098293117,0.11330067188966841,-0.18807675795895712,0.23473011453946432,0.00443340465426445,-0.011336929297872953,0.07445433860023816,0.023776752774470618,-0.04958221276423761,-0.0030392969936309825,0.1797089349655878,-0.2565226838702247,0.2374427971385774,0.1442399869362513,-0.013051608078447836,0.18744862789199465,0.10650579702286493,0.09909744418802716,0.05316813263509955,0.044170982869608064,-0.14589311005104155,-0.1028977483510971,-0.009688406561811766,-0.022784326048124404,0.05013851808117969,0.04465373441399563
